1746846352.2304032,2.7418125,2.5093125,158.10957749999994,0.013344226579518621,1
1746846352.2502494,2.3295,2.5095,-188.81016000000014,0.017429193899780215,1
1746846352.2699583,2.1879375,2.5093125,-307.92084750000015,0.013344226579518621,1
1746846352.2896225,2.4811875,2.509125,-61.18029750000015,0.00925925925925703,1
1746846352.3096244,2.8771875000000002,2.7088125,272.01410250000015,4.359749455337688,1
1746846352.3295562,2.835375,2.6865,236.83306499999992,3.8736383442265785,1
1746846352.3493218,2.452875,2.4489375,-85.00243499999993,-1.3020152505446658,1
1746846352.3690102,2.189625,2.2760625,-306.50098500000007,-5.068355119825709,1
1746846352.388716,2.3570625,2.378625,-165.6190725,-2.833877995642705,1
1746846352.4083447,2.7466875,2.626875,162.21140250000008,2.5746187363834405,1
1746846352.428021,2.9180625,2.7433125,306.4063274999999,5.111383442265793,1
1746846352.44801,2.626875,2.5363125,61.401165000000006,0.6015795206971686,1
1746846352.468254,2.215875,2.295,-284.414235,-4.655773420479307,1
1746846352.488048,2.2914375000000002,2.32125,-220.83594749999983,-4.083877995642704,1
1746846352.507742,2.611875,2.5089375,48.780164999999904,0.005174291938995437,1
1746846352.5274591,2.9266875,2.5089375,313.66340249999985,0.005174291938995437,1
1746846352.5471225,2.7601875000000002,2.5085625,173.57030250000014,-0.002995642701527748,1
1746846352.566829,2.347125,2.50875,-173.98048499999993,0.0010893246187338446,1
1746846352.586818,2.1916875,2.5093125,-304.7655975,0.013344226579518621,1
1746846352.6065254,2.4945,2.5085625,-49.9791600000001,-0.002995642701527748,1
1746846352.62624,2.8723125,2.5089375,267.91227749999996,0.005174291938995437,1
1746846352.6459439,2.8768125,2.5093125,271.6985775000001,0.013344226579518621,1
1746846352.6660633,2.440125,2.452125,-95.73028499999997,-1.2325708061002187,1
1746846352.685743,2.1879375,2.275125,-307.92084750000015,-5.088779956427016,1
1746846352.705584,2.365125,2.383875,-158.8352850000001,-2.71949891067538,1
1746846352.725262,2.7560625,2.63775,170.09952750000002,2.811546840958603,1
1746846352.7449884,2.9236875,2.7405,311.1392025000001,5.050108932461868,1
1746846352.7647245,2.6450625,2.5335,76.70412749999984,0.5403050108932447,1
1746846352.784877,2.2246875,2.2993125,-276.9993975000001,-4.561819172113291,1
1746846352.8047493,2.271,2.3268750000000002,-238.03206000000011,-3.961328976034856,1
1746846352.8244293,2.6491875,2.56275,80.17490249999997,1.1775599128540242,1
1746846352.8441358,3.05025,2.7046875,417.62889000000007,4.2698801742919335,1
1746846352.8638117,2.6604375,2.5089375,89.64065249999996,0.005174291938995437,1
1746846352.8834925,2.368125,2.50875,-156.31108500000002,0.0010893246187338446,1
1746846352.903795,2.1778125,2.5089375,-316.4400225000001,0.005174291938995437,1
1746846515.2189915,2.923125,2.6686875,310.6659150000001,3.4855664488017366,1
1746846515.241879,2.393625,2.4,-134.85538499999996,-2.3681917211329027,1
1746846515.2616982,2.1856875000000002,2.2760625,-309.81399749999986,-5.068355119825709,1
1746846515.2816217,2.4620625,2.4778125,-77.27207250000001,-0.6729302832243999,1
1746846515.301736,2.883375,2.71125,277.220265,4.412854030501089,1
1746846515.3214705,2.8550625000000003,2.698125,253.3981275000002,4.126906318082788,1
1746846515.341199,2.47425,2.4615,-67.01751,-1.0283224400871487,1
